dataset,instance,solver,status,makespan,time_ms,time_limit_s,workers,seed,starts,output_format_ok,output_line
sm_j20,PSP105.SCH,solver_topological,feasible,47,0.7,,8,,,true,"6, 6, 0, 1, 11, 16, 25, 33, 29, 0, 4, 11, 45, 36, 41, 0, 34, 35, 16, 23"
sm_j20,PSP103.SCH,solver_topological,feasible,98,1.0,,8,,,true,"0, 0, 15, 11, 25, 0, 10, 58, 11, 44, 15, 86, 66, 84, 49, 84, 76, 34, 94, 90"
sm_j20,PSP107.SCH,solver_topological,feasible,79,0.6,,8,,,true,"0, 0, 61, 32, 53, 7, 32, 16, 22, 48, 41, 41, 64, 76, 48, 67, 27, 16, 37, 27"
sm_j20,PSP108.SCH,solver_topological,feasible,67,0.7,,8,,,true,"11, 11, 0, 19, 0, 16, 1, 22, 51, 40, 1, 16, 23, 30, 22, 19, 48, 58, 25, 58"
sm_j20,PSP106.SCH,solver_topological,true_infeasible,,0.1,,8,,,true,-1
sm_j20,PSP109.SCH,solver_topological,feasible,46,0.8,,8,,,true,"0, 3, 2, 10, 3, 0, 11, 12, 10, 0, 12, 15, 37, 19, 32, 22, 22, 22, 43, 19"
sm_j20,PSP110.SCH,solver_topological,feasible,51,0.8,,8,,,true,"8, 9, 9, 11, 0, 8, 0, 0, 42, 34, 18, 48, 32, 39, 32, 22, 48, 22, 27, 31"
sm_j20,PSP111.SCH,solver_topological,feasible,52,0.5,,8,,,true,"8, 0, 6, 15, 8, 40, 29, 21, 32, 21, 0, 0, 48, 12, 29, 51, 49, 40, 18, 12"
sm_j20,PSP112.SCH,solver_topological,feasible,70,0.6,,8,,,true,"10, 3, 3, 16, 13, 45, 18, 0, 60, 17, 23, 51, 27, 35, 50, 6, 53, 3, 51, 44"
sm_j20,PSP113.SCH,solver_topological,feasible,54,0.6,,8,,,true,"15, 5, 3, 1, 0, 7, 10, 0, 5, 49, 37, 34, 0, 11, 16, 10, 40, 42, 25, 25"
sm_j20,PSP118.SCH,solver_topological,true_infeasible,,0.0,,8,,,true,-1
sm_j20,PSP116.SCH,solver_topological,feasible,59,0.7,,8,,,true,"0, 0, 0, 10, 10, 30, 14, 18, 36, 8, 27, 43, 17, 14, 34, 27, 27, 53, 43, 43"
sm_j20,PSP117.SCH,solver_topological,feasible,47,0.6,,8,,,true,"0, 8, 3, 3, 0, 0, 0, 4, 4, 30, 12, 13, 38, 0, 10, 20, 38, 39, 30, 21"
sm_j20,PSP115.SCH,solver_topological,feasible,37,0.7,,8,,,true,"0, 6, 0, 10, 0, 0, 5, 16, 24, 0, 17, 16, 8, 18, 28, 28, 18, 28, 24, 24"
sm_j20,PSP114.SCH,solver_topological,feasible,48,1.0,,8,,,true,"0, 0, 0, 0, 8, 4, 10, 18, 15, 8, 28, 18, 18, 32, 38, 31, 18, 28, 32, 25"
sm_j20,PSP119.SCH,solver_topological,feasible,54,0.5,,8,,,true,"10, 6, 6, 0, 0, 6, 20, 16, 29, 38, 21, 18, 20, 23, 29, 20, 34, 41, 48, 34"
sm_j20,PSP120.SCH,solver_topological,feasible,34,0.5,,8,,,true,"0, 0, 0, 0, 8, 0, 4, 17, 13, 9, 9, 9, 18, 26, 20, 18, 18, 9, 27, 14"
sm_j20,PSP121.SCH,solver_topological,feasible,91,0.8,,8,,,true,"15, 6, 15, 13, 25, 35, 5, 54, 9, 80, 67, 75, 74, 0, 59, 0, 48, 41, 83, 55"
sm_j20,PSP122.SCH,solver_topological,feasible,104,0.8,,8,,,true,"0, 28, 17, 23, 14, 31, 0, 7, 40, 42, 77, 60, 68, 31, 84, 86, 51, 94, 74, 74"
sm_j20,PSP123.SCH,solver_topological,feasible,77,1.0,,8,,,true,"31, 22, 5, 5, 21, 13, 0, 4, 9, 16, 48, 70, 67, 63, 42, 36, 22, 57, 70, 50"
sm_j20,PSP124.SCH,solver_topological,feasible,84,0.7,,8,,,true,"2, 8, 0, 37, 68, 0, 17, 52, 25, 74, 60, 75, 30, 46, 81, 60, 9, 9, 46, 75"
sm_j20,PSP126.SCH,solver_topological,feasible,98,0.7,,8,,,true,"15, 17, 28, 18, 0, 75, 42, 55, 70, 85, 7, 92, 67, 18, 35, 58, 79, 46, 0, 95"
sm_j20,PSP125.SCH,solver_topological,feasible,94,0.7,,8,,,true,"36, 20, 0, 20, 13, 10, 40, 29, 56, 58, 40, 73, 90, 47, 41, 62, 58, 54, 63, 83"
sm_j20,PSP127.SCH,solver_topological,feasible,96,0.9,,8,,,true,"4, 11, 22, 12, 17, 0, 43, 55, 72, 27, 71, 78, 48, 37, 55, 36, 39, 87, 37, 65"
sm_j20,PSP128.SCH,solver_topological,feasible,103,0.7,,8,,,true,"7, 51, 38, 16, 29, 21, 44, 0, 16, 53, 16, 83, 79, 65, 97, 90, 65, 62, 76, 72"
sm_j20,PSP131.SCH,solver_topological,feasible,47,0.5,,8,,,true,"0, 0, 6, 6, 7, 5, 15, 7, 0, 27, 19, 26, 39, 19, 16, 24, 16, 25, 41, 32"
sm_j20,PSP130.SCH,solver_topological,feasible,102,0.6,,8,,,true,"36, 0, 10, 6, 22, 24, 14, 2, 32, 0, 42, 82, 36, 71, 75, 85, 51, 95, 68, 59"
sm_j20,PSP132.SCH,solver_topological,feasible,60,0.5,,8,,,true,"9, 22, 15, 31, 44, 22, 39, 15, 47, 23, 38, 29, 0, 0, 2, 40, 49, 7, 57, 28"
sm_j20,PSP129.SCH,solver_topological,feasible,97,0.9,,8,,,true,"9, 0, 0, 11, 14, 21, 25, 33, 58, 53, 56, 46, 66, 77, 91, 82, 94, 38, 68, 68"
sm_j20,PSP133.SCH,solver_topological,feasible,84,0.8,,8,,,true,"6, 6, 10, 26, 16, 0, 0, 36, 56, 45, 47, 36, 28, 47, 39, 63, 65, 65, 74, 53"
